,time,frequencies,channel,answer,prec_time,stimulus,subject,condition,date,hour,visual_cue,boundary,loc_change,changable_notes,time_difference,block,condition_number,trial_number,condition_n,trial_n,signal_theory
46599,7.009,261.6255653,1.0,0,0.0,stim_min_2,sub18,main,2024-03-23,16-37-30,1,0,1,1,-7.009,experiment,297,21,4,32,miss
46621,16.001,523.2511306,1.0,0,0.0,stim_min_2,sub18,main,2024-03-23,16-37-30,1,1,1,1,-16.001,experiment,319,43,4,32,miss
46634,20.015,698.4564629,-17.5,1,20.577,stim_min_2,sub18,main,2024-03-23,16-37-30,1,0,1,1,0.5620000000000012,experiment,332,56,4,32,hit
46643,24.513,261.6255653,1.0,0,0.0,stim_min_2,sub18,main,2024-03-23,16-37-30,1,1,0,1,-24.513,experiment,341,65,4,32,corr
46662,32.512,261.6255653,17.5,1,33.309,stim_min_2,sub18,main,2024-03-23,16-37-30,1,1,1,1,0.796999999999997,experiment,360,84,4,32,hit
46675,41.012,391.995436,1.0,1,41.806,stim_min_2,sub18,main,2024-03-23,16-37-30,1,0,1,1,0.7939999999999969,experiment,373,97,4,32,hit
46685,48.001,391.995436,1.0,0,0.0,stim_min_2,sub18,main,2024-03-23,16-37-30,1,1,1,1,-48.001,experiment,383,107,4,32,miss
46698,57.005,391.995436,1.0,1,58.049,stim_min_2,sub18,main,2024-03-23,16-37-30,1,1,0,1,1.043999999999997,experiment,396,120,4,32,fa
46702,61.001,261.6255653,17.5,1,61.626,stim_min_2,sub18,main,2024-03-23,16-37-30,1,0,1,1,0.625,experiment,400,124,4,32,hit
46724,8.512,391.995436,1.0,0,0.0,stim_maj_2,sub18,main,2024-03-23,16-38-38,1,1,0,1,-8.512,experiment,422,17,4,33,corr
46741,16.512,261.6255653,17.5,1,17.623,stim_maj_2,sub18,main,2024-03-23,16-38-38,1,1,1,1,1.1110000000000007,experiment,439,34,4,33,hit
46762,23.009,261.6255653,17.5,0,0.0,stim_maj_2,sub18,main,2024-03-23,16-38-38,1,0,0,1,-23.009,experiment,460,55,4,33,corr
46766,27.004,349.2282314,1.0,1,27.856,stim_maj_2,sub18,main,2024-03-23,16-38-38,1,0,0,1,0.8520000000000003,experiment,464,59,4,33,fa
46772,33.015,659.2551138,-17.5,1,33.805,stim_maj_2,sub18,main,2024-03-23,16-38-38,1,0,1,1,0.7899999999999991,experiment,470,65,4,33,hit
46781,39.015,523.2511306,1.0,0,0.0,stim_maj_2,sub18,main,2024-03-23,16-38-38,1,0,1,1,-39.015,experiment,479,74,4,33,miss
46789,43.01,349.2282314,17.5,1,43.62,stim_maj_2,sub18,main,2024-03-23,16-38-38,1,0,1,1,0.6099999999999994,experiment,487,82,4,33,hit
46818,59.003,349.2282314,1.0,1,60.059,stim_maj_2,sub18,main,2024-03-23,16-38-38,1,0,1,1,1.0559999999999974,experiment,516,111,4,33,hit
46834,2.008,246.9416506,1.0,0,0.0,stim_min_4,sub18,main,2024-03-23,16-39-47,1,0,0,1,-2.008,experiment,532,9,4,34,corr
46852,8.011,523.2511306,1.0,1,8.851,stim_min_4,sub18,main,2024-03-23,16-39-47,1,1,1,1,0.8400000000000016,experiment,550,27,4,34,hit
46877,17.011,622.2539674,-17.5,1,17.929,stim_min_4,sub18,main,2024-03-23,16-39-47,1,0,1,1,0.9179999999999993,experiment,575,52,4,34,hit
46885,20.015,523.2511306,1.0,0,0.0,stim_min_4,sub18,main,2024-03-23,16-39-47,1,0,1,1,-20.015,experiment,583,60,4,34,miss
46927,32.006,523.2511306,17.5,0,0.0,stim_min_4,sub18,main,2024-03-23,16-39-47,1,1,0,1,-32.006,experiment,625,102,4,34,corr
46942,37.005,293.6647679,17.5,1,37.548,stim_min_4,sub18,main,2024-03-23,16-39-47,1,0,0,1,0.5429999999999993,experiment,640,117,4,34,fa
46953,40.009,391.995436,1.0,1,40.667,stim_min_4,sub18,main,2024-03-23,16-39-47,1,1,1,1,0.6580000000000013,experiment,651,128,4,34,hit
46966,48.014,391.995436,17.5,1,48.741,stim_min_4,sub18,main,2024-03-23,16-39-47,1,1,1,1,0.7269999999999968,experiment,664,141,4,34,hit
46984,56.009,391.995436,17.5,0,0.0,stim_min_4,sub18,main,2024-03-23,16-39-47,1,1,0,1,-56.009,experiment,682,159,4,34,corr
46993,60.007,293.6647679,1.0,1,60.819,stim_min_4,sub18,main,2024-03-23,16-39-47,1,0,1,1,0.8120000000000047,experiment,691,168,4,34,hit
47024,7.05,391.995436,17.5,1,7.862,stim_maj_3,sub18,main,2024-03-23,16-40-56,1,0,1,1,0.8120000000000003,experiment,722,22,4,35,hit
47036,11.011,698.4564629,1.0,1,11.789,stim_maj_3,sub18,main,2024-03-23,16-40-56,1,0,1,1,0.7780000000000005,experiment,734,34,4,35,hit
47055,16.254,391.995436,-17.5,1,16.938,stim_maj_3,sub18,main,2024-03-23,16-40-56,1,1,1,1,0.6839999999999975,experiment,753,53,4,35,hit
47084,24.502,391.995436,-17.5,0,0.0,stim_maj_3,sub18,main,2024-03-23,16-40-56,1,1,0,1,-24.502,experiment,782,82,4,35,corr
47091,27.005,391.995436,1.0,1,27.658,stim_maj_3,sub18,main,2024-03-23,16-40-56,1,0,1,1,0.6530000000000022,experiment,789,89,4,35,hit
47106,32.001,523.2511306,17.5,1,32.829,stim_maj_3,sub18,main,2024-03-23,16-40-56,1,1,0,1,0.828000000000003,experiment,804,104,4,35,fa
47117,36.011,587.3295358,1.0,0,0.0,stim_maj_3,sub18,main,2024-03-23,16-40-56,1,0,0,1,-36.011,experiment,815,115,4,35,corr
47130,40.508,391.995436,-17.5,1,41.39,stim_maj_3,sub18,main,2024-03-23,16-40-56,1,1,1,1,0.8819999999999979,experiment,828,128,4,35,hit
47170,53.008,698.4564629,1.0,1,53.786,stim_maj_3,sub18,main,2024-03-23,16-40-56,1,0,1,1,0.7779999999999987,experiment,868,168,4,35,hit
47212,5.011,293.6647679,1.0,0,0.0,stim_maj_6,sub18,main,2024-03-23,16-42-14,1,0,1,1,-5.011,experiment,910,19,4,36,miss
47227,11.001,698.4564629,17.5,1,11.595,stim_maj_6,sub18,main,2024-03-23,16-42-14,1,0,1,1,0.5940000000000012,experiment,925,34,4,36,hit
47242,16.014,391.995436,17.5,0,0.0,stim_maj_6,sub18,main,2024-03-23,16-42-14,1,1,0,1,-16.014,experiment,940,49,4,36,corr
47267,24.012,659.2551138,1.0,1,24.882,stim_maj_6,sub18,main,2024-03-23,16-42-14,1,1,1,1,0.870000000000001,experiment,965,74,4,36,hit
47298,34.001,329.6275569,1.0,1,34.935,stim_maj_6,sub18,main,2024-03-23,16-42-14,1,0,1,1,0.9340000000000046,experiment,996,105,4,36,hit
47312,40.005,329.6275569,17.5,1,40.686,stim_maj_6,sub18,main,2024-03-23,16-42-14,1,1,1,1,0.6809999999999974,experiment,1010,119,4,36,hit
47323,44.011,293.6647679,1.0,1,44.608,stim_maj_6,sub18,main,2024-03-23,16-42-14,1,0,1,1,0.5969999999999942,experiment,1021,130,4,36,hit
47335,48.014,523.2511306,-17.5,0,0.0,stim_maj_6,sub18,main,2024-03-23,16-42-14,1,1,0,1,-48.014,experiment,1033,142,4,36,corr
47362,55.001,261.6255653,1.0,0,0.0,stim_maj_6,sub18,main,2024-03-23,16-42-14,1,0,0,1,-55.001,experiment,1060,169,4,36,corr
47399,8.008,523.2511306,1.0,1,8.923,stim_min_6,sub18,main,2024-03-23,16-43-24,1,1,1,1,0.9150000000000009,experiment,1097,22,4,37,hit
47417,16.004,523.2511306,1.0,1,17.0,stim_min_6,sub18,main,2024-03-23,16-43-24,1,1,0,1,0.9959999999999987,experiment,1115,40,4,37,fa
47430,21.002,587.3295358,1.0,0,0.0,stim_min_6,sub18,main,2024-03-23,16-43-24,1,0,0,1,-21.002,experiment,1128,53,4,37,corr
47463,32.0,391.995436,1.0,0,0.0,stim_min_6,sub18,main,2024-03-23,16-43-24,1,1,1,1,-32.0,experiment,1161,86,4,37,miss
47477,36.003,311.1269837,17.5,1,36.89,stim_min_6,sub18,main,2024-03-23,16-43-24,1,0,1,1,0.8870000000000005,experiment,1175,100,4,37,hit
47488,40.002,261.6255653,1.0,1,40.72,stim_min_6,sub18,main,2024-03-23,16-43-24,1,1,1,1,0.7179999999999964,experiment,1186,111,4,37,hit
47501,44.513,415.3046976,-17.5,1,45.354,stim_min_6,sub18,main,2024-03-23,16-43-24,1,0,1,1,0.8410000000000011,experiment,1199,124,4,37,hit
47508,48.012,261.6255653,-17.5,0,0.0,stim_min_6,sub18,main,2024-03-23,16-43-24,1,1,0,1,-48.012,experiment,1206,131,4,37,corr
47527,57.015,523.2511306,1.0,1,57.949,stim_min_6,sub18,main,2024-03-23,16-43-24,1,0,0,1,0.9339999999999975,experiment,1225,150,4,37,fa
47534,61.014,391.995436,1.0,0,0.0,stim_min_6,sub18,main,2024-03-23,16-43-24,1,0,1,1,-61.014,experiment,1232,157,4,37,miss
47542,1.012,523.2511306,1.0,0,0.0,stim_maj_5,sub18,main,2024-03-23,16-44-33,1,0,1,1,-1.012,experiment,1240,5,4,38,miss
47557,5.006,440.0,1.0,0,0.0,stim_maj_5,sub18,main,2024-03-23,16-44-33,1,0,0,1,-5.006,experiment,1255,20,4,38,corr
47568,8.012,261.6255653,17.5,1,8.524,stim_maj_5,sub18,main,2024-03-23,16-44-33,1,1,1,1,0.5119999999999987,experiment,1266,31,4,38,hit
47574,11.002,349.2282314,1.0,1,11.581,stim_maj_5,sub18,main,2024-03-23,16-44-33,1,0,1,1,0.5789999999999988,experiment,1272,37,4,38,hit
47581,16.0,329.6275569,1.0,1,16.914,stim_maj_5,sub18,main,2024-03-23,16-44-33,1,1,0,1,0.9140000000000015,experiment,1279,44,4,38,fa
47587,19.506,207.6523488,-17.5,1,20.194,stim_maj_5,sub18,main,2024-03-23,16-44-33,1,0,1,1,0.6879999999999988,experiment,1285,50,4,38,hit
47619,32.004,523.2511306,1.0,0,0.0,stim_maj_5,sub18,main,2024-03-23,16-44-33,1,1,1,1,-32.004,experiment,1317,82,4,38,miss
47641,37.002,261.6255653,-17.5,1,37.776,stim_maj_5,sub18,main,2024-03-23,16-44-33,1,0,1,1,0.7740000000000009,experiment,1339,104,4,38,hit
47647,40.252,391.995436,1.0,1,41.173,stim_maj_5,sub18,main,2024-03-23,16-44-33,1,1,1,1,0.9209999999999994,experiment,1345,110,4,38,hit
47669,48.009,329.6275569,1.0,0,0.0,stim_maj_5,sub18,main,2024-03-23,16-44-33,1,1,0,1,-48.009,experiment,1367,132,4,38,corr
47677,52.003,293.6647679,17.5,1,52.463,stim_maj_5,sub18,main,2024-03-23,16-44-33,1,0,1,1,0.46000000000000085,experiment,1375,140,4,38,hit
47737,16.012,261.6255653,-17.5,0,0.0,stim_maj_1,sub18,main,2024-03-23,16-45-42,1,1,0,1,-16.012,experiment,1435,36,4,39,corr
47760,24.01,391.995436,1.0,0,0.0,stim_maj_1,sub18,main,2024-03-23,16-45-42,1,1,0,1,-24.01,experiment,1458,59,4,39,corr
47768,26.015,440.0,17.5,1,26.531,stim_maj_1,sub18,main,2024-03-23,16-45-42,1,0,1,1,0.5159999999999982,experiment,1466,67,4,39,hit
47789,35.004,440.0,-17.5,1,35.942,stim_maj_1,sub18,main,2024-03-23,16-45-42,1,0,1,1,0.9380000000000024,experiment,1487,88,4,39,hit
47797,40.005,261.6255653,1.0,0,0.0,stim_maj_1,sub18,main,2024-03-23,16-45-42,1,1,1,1,-40.005,experiment,1495,96,4,39,miss
47808,45.016,391.995436,17.5,1,45.531,stim_maj_1,sub18,main,2024-03-23,16-45-42,1,0,1,1,0.5150000000000006,experiment,1506,107,4,39,hit
47817,48.006,246.9416506,1.0,1,48.811,stim_maj_1,sub18,main,2024-03-23,16-45-42,1,1,1,1,0.8049999999999997,experiment,1515,116,4,39,hit
47832,56.513,523.2511306,-17.5,0,0.0,stim_maj_1,sub18,main,2024-03-23,16-45-42,1,1,0,1,-56.513,experiment,1530,131,4,39,corr
47837,60.5,293.6647679,1.0,0,0.0,stim_maj_1,sub18,main,2024-03-23,16-45-42,1,0,1,1,-60.5,experiment,1535,136,4,39,miss
47884,15.012,293.6647679,1.0,1,16.165,stim_maj_4,sub18,main,2024-03-23,16-46-51,1,0,1,1,1.1529999999999987,experiment,1582,43,4,40,hit
47897,20.01,329.6275569,-17.5,1,20.569,stim_maj_4,sub18,main,2024-03-23,16-46-51,1,0,1,1,0.5589999999999975,experiment,1595,56,4,40,hit
47905,22.0,329.6275569,-17.5,1,23.044,stim_maj_4,sub18,main,2024-03-23,16-46-51,1,0,0,1,1.0440000000000005,experiment,1603,64,4,40,fa
47912,24.025,329.6275569,1.0,1,24.734,stim_maj_4,sub18,main,2024-03-23,16-46-51,1,1,1,1,0.7090000000000032,experiment,1610,71,4,40,hit
47929,30.014,349.2282314,1.0,1,30.776,stim_maj_4,sub18,main,2024-03-23,16-46-51,1,0,1,1,0.7620000000000005,experiment,1627,88,4,40,hit
47934,32.006,523.2511306,-17.5,0,0.0,stim_maj_4,sub18,main,2024-03-23,16-46-51,1,1,1,1,-32.006,experiment,1632,93,4,40,miss
47950,42.013,523.2511306,1.0,1,42.9,stim_maj_4,sub18,main,2024-03-23,16-46-51,1,0,1,1,0.8870000000000005,experiment,1648,109,4,40,hit
47966,48.022,329.6275569,17.5,1,48.847,stim_maj_4,sub18,main,2024-03-23,16-46-51,1,1,1,1,0.8250000000000028,experiment,1664,125,4,40,hit
47974,50.012,329.6275569,1.0,0,0.0,stim_maj_4,sub18,main,2024-03-23,16-46-51,1,0,1,1,-50.012,experiment,1672,133,4,40,miss
47990,54.006,493.8833013,1.0,0,0.0,stim_maj_4,sub18,main,2024-03-23,16-46-51,1,0,0,1,-54.006,experiment,1688,149,4,40,corr
48029,8.001,523.2511306,17.5,1,9.494,stim_min_5,sub18,main,2024-03-23,16-48-02,1,1,1,1,1.4930000000000003,experiment,1727,24,4,41,hit
48039,16.004,311.1269837,1.0,1,16.891,stim_min_5,sub18,main,2024-03-23,16-48-02,1,1,1,1,0.8869999999999969,experiment,1737,34,4,41,hit
48083,32.013,391.995436,1.0,0,0.0,stim_min_5,sub18,main,2024-03-23,16-48-02,1,1,0,1,-32.013,experiment,1781,78,4,41,corr
48087,35.003,523.2511306,-17.5,1,35.64,stim_min_5,sub18,main,2024-03-23,16-48-02,1,0,1,1,0.6370000000000005,experiment,1785,82,4,41,hit
48094,40.011,523.2511306,1.0,1,40.729,stim_min_5,sub18,main,2024-03-23,16-48-02,1,1,1,1,0.7179999999999964,experiment,1792,89,4,41,hit
48104,43.009,698.4564629,1.0,0,0.0,stim_min_5,sub18,main,2024-03-23,16-48-02,1,0,0,1,-43.009,experiment,1802,99,4,41,corr
48121,48.005,261.6255653,1.0,1,48.551,stim_min_5,sub18,main,2024-03-23,16-48-02,1,1,1,1,0.5459999999999994,experiment,1819,116,4,41,hit
48129,51.013,246.9416506,-17.5,1,51.866,stim_min_5,sub18,main,2024-03-23,16-48-02,1,0,1,1,0.8530000000000015,experiment,1827,124,4,41,hit
48140,55.003,174.6141157,17.5,1,55.781,stim_min_5,sub18,main,2024-03-23,16-48-02,1,0,1,1,0.7779999999999987,experiment,1838,135,4,41,hit
48142,57.013,391.995436,17.5,0,0.0,stim_min_5,sub18,main,2024-03-23,16-48-02,1,0,0,1,-57.013,experiment,1840,137,4,41,corr
48155,3.015,587.3295358,1.0,1,4.203,test2,sub13,train,2024-03-18,14-17-47,1,1,1,1,1.1880000000000002,training,4,4,1,1,hit
48159,7.012,311.1269837,17.5,0,0.0,test2,sub13,train,2024-03-18,14-17-47,1,1,0,1,-7.012,training,8,8,1,1,corr
48167,15.006,349.2282314,-17.5,1,16.486,test2,sub13,train,2024-03-18,14-17-47,1,1,1,1,1.4800000000000004,training,16,16,1,1,hit
48175,23.004,329.6275569,1.0,0,0.0,test2,sub13,train,2024-03-18,14-17-47,1,1,1,1,-23.004,training,24,24,1,1,miss
48179,27.01,466.1637615,1.0,0,0.0,test2,sub13,train,2024-03-18,14-17-47,1,1,0,1,-27.01,training,28,28,1,1,corr
48183,31.011,493.8833013,17.5,1,32.066,test2,sub13,train,2024-03-18,14-17-47,1,1,1,1,1.0550000000000033,training,32,32,1,1,hit
48187,35.007,277.182631,1.0,0,0.0,test2,sub13,train,2024-03-18,14-17-47,1,1,1,1,-35.007,training,36,36,1,1,miss
48195,43.015,698.4564629,1.0,0,0.0,test2,sub13,train,2024-03-18,14-17-47,1,1,1,1,-43.015,training,44,44,1,1,miss
48203,51.001,554.365262,1.0,0,0.0,test2,sub13,train,2024-03-18,14-17-47,1,1,0,1,-51.001,training,52,52,1,1,corr
48204,52.014,261.6255653,17.5,0,0.0,test2,sub13,train,2024-03-18,14-17-47,1,0,1,1,-52.014,training,53,53,1,1,miss
48223,15.008,261.6255653,17.5,0,0.0,test1,sub13,train,2024-03-18,14-19-22,1,1,0,1,-15.008,training,72,16,1,2,corr
48227,19.013,659.2551138,1.0,0,0.0,test1,sub13,train,2024-03-18,14-19-22,1,1,1,1,-19.013,training,76,20,1,2,miss
48231,23.016,830.6093952,-17.5,1,23.559,test1,sub13,train,2024-03-18,14-19-22,1,1,1,1,0.5430000000000028,training,80,24,1,2,hit
48235,27.005,554.365262,-17.5,0,0.0,test1,sub13,train,2024-03-18,14-19-22,1,1,0,1,-27.005,training,84,28,1,2,corr
48243,35.003,587.3295358,17.5,0,0.0,test1,sub13,train,2024-03-18,14-19-22,1,1,1,1,-35.003,training,92,36,1,2,miss
48247,39.005,698.4564629,1.0,1,39.989,test1,sub13,train,2024-03-18,14-19-22,1,1,1,1,0.9839999999999947,training,96,40,1,2,hit
48251,43.013,329.6275569,-17.5,1,43.825,test1,sub13,train,2024-03-18,14-19-22,1,1,1,1,0.8120000000000047,training,100,44,1,2,hit
48254,46.001,233.0818808,1.0,0,0.0,test1,sub13,train,2024-03-18,14-19-22,1,0,1,1,-46.001,training,103,47,1,2,miss
48259,51.01,277.182631,1.0,0,0.0,test1,sub13,train,2024-03-18,14-19-22,1,1,0,1,-51.01,training,108,52,1,2,corr
48260,52.01,880.0,17.5,0,0.0,test1,sub13,train,2024-03-18,14-19-22,1,0,1,1,-52.01,training,109,53,1,2,miss
48271,7.002,369.9944227,17.5,0,0.0,test4,sub13,train,2024-03-18,14-20-27,1,1,1,1,-7.002,training,120,8,1,3,miss
48279,15.012,369.9944227,1.0,0,0.0,test4,sub13,train,2024-03-18,14-20-27,1,1,0,1,-15.012,training,128,16,1,3,corr
48283,19.004,233.0818808,-17.5,1,20.189,test4,sub13,train,2024-03-18,14-20-27,1,1,0,1,1.1849999999999987,training,132,20,1,3,fa
48286,22.01,830.6093952,-17.5,0,0.0,test4,sub13,train,2024-03-18,14-20-27,1,0,0,1,-22.01,training,135,23,1,3,corr
48291,27.01,523.2511306,1.0,0,0.0,test4,sub13,train,2024-03-18,14-20-27,1,1,0,1,-27.01,training,140,28,1,3,corr
48297,33.007,329.6275569,17.5,1,33.8,test4,sub13,train,2024-03-18,14-20-27,1,0,0,1,0.7929999999999993,training,146,34,1,3,fa
48303,39.015,622.2539674,-17.5,1,39.808,test4,sub13,train,2024-03-18,14-20-27,1,1,1,1,0.7929999999999993,training,152,40,1,3,hit
48311,47.009,233.0818808,-17.5,0,0.0,test4,sub13,train,2024-03-18,14-20-27,1,1,0,1,-47.009,training,160,48,1,3,corr
48315,51.002,293.6647679,1.0,1,52.107,test4,sub13,train,2024-03-18,14-20-27,1,1,1,1,1.1049999999999969,training,164,52,1,3,hit
48323,3.01,261.6255653,-17.5,0,0.0,test3,sub13,train,2024-03-18,14-21-29,1,1,0,1,-3.01,training,172,4,1,4,corr
48335,15.001,293.6647679,1.0,1,15.972,test3,sub13,train,2024-03-18,14-21-29,1,1,1,1,0.9710000000000001,training,184,16,1,4,hit
48339,19.015,880.0,17.5,1,20.839,test3,sub13,train,2024-03-18,14-21-29,1,1,1,1,1.823999999999998,training,188,20,1,4,hit
48343,23.007,739.9888454,1.0,0,0.0,test3,sub13,train,2024-03-18,14-21-29,1,1,1,1,-23.007,training,192,24,1,4,miss
48351,31.01,369.9944227,-17.5,0,0.0,test3,sub13,train,2024-03-18,14-21-29,1,1,0,1,-31.01,training,200,32,1,4,corr
48355,35.003,523.2511306,1.0,1,35.796,test3,sub13,train,2024-03-18,14-21-29,1,1,1,1,0.7929999999999993,training,204,36,1,4,hit
48358,38.015,523.2511306,17.5,1,38.886,test3,sub13,train,2024-03-18,14-21-29,1,0,1,1,0.8710000000000022,training,207,39,1,4,hit
48364,44.01,391.995436,1.0,0,0.0,test3,sub13,train,2024-03-18,14-21-29,1,0,0,1,-44.01,training,213,45,1,4,corr
48367,47.007,523.2511306,-17.5,1,47.863,test3,sub13,train,2024-03-18,14-21-29,1,1,1,1,0.8560000000000016,training,216,48,1,4,hit
48371,51.013,311.1269837,1.0,0,0.0,test3,sub13,train,2024-03-18,14-21-29,1,1,1,1,-51.013,training,220,52,1,4,miss
48379,3.012,415.3046976,1.0,0,0.0,test5,sub13,train,2024-03-18,14-22-32,1,1,1,1,-3.012,training,228,4,1,5,miss
48383,7.005,739.9888454,17.5,0,0.0,test5,sub13,train,2024-03-18,14-22-32,1,1,1,1,-7.005,training,232,8,1,5,miss
48387,11.001,739.9888454,1.0,1,11.72,test5,sub13,train,2024-03-18,14-22-32,1,1,1,1,0.7190000000000012,training,236,12,1,5,hit
48395,19.002,587.3295358,-17.5,1,19.783,test5,sub13,train,2024-03-18,14-22-32,1,1,1,1,0.7810000000000024,training,244,20,1,5,hit
48399,23.002,246.9416506,-17.5,0,0.0,test5,sub13,train,2024-03-18,14-22-32,1,1,0,1,-23.002,training,248,24,1,5,corr
48411,35.004,349.2282314,17.5,0,0.0,test5,sub13,train,2024-03-18,14-22-32,1,1,0,1,-35.004,training,260,36,1,5,corr
48415,39.013,311.1269837,1.0,0,0.0,test5,sub13,train,2024-03-18,14-22-32,1,1,0,1,-39.013,training,264,40,1,5,corr
48419,43.002,329.6275569,-17.5,1,43.717,test5,sub13,train,2024-03-18,14-22-32,1,1,1,1,0.7149999999999963,training,268,44,1,5,hit
48422,46.003,880.0,-17.5,0,0.0,test5,sub13,train,2024-03-18,14-22-32,1,0,0,1,-46.003,training,271,47,1,5,corr
48427,51.015,466.1637615,17.5,0,0.0,test5,sub13,train,2024-03-18,14-22-32,1,1,1,1,-51.015,training,276,52,1,5,miss
48436,2.008,415.3046976,-17.5,0,0.0,stim_min_6,sub13,melody,2024-03-18,14-25-55,1,0,0,1,-2.008,experiment,5,5,2,6,corr
48464,13.001,415.3046976,17.5,1,13.771,stim_min_6,sub13,melody,2024-03-18,14-25-55,1,0,0,1,0.7700000000000014,experiment,33,33,2,6,fa
48471,16.001,523.2511306,-17.5,1,16.854,stim_min_6,sub13,melody,2024-03-18,14-25-55,1,1,1,1,0.852999999999998,experiment,40,40,2,6,hit
48517,32.004,391.995436,1.0,0,0.0,stim_min_6,sub13,melody,2024-03-18,14-25-55,1,1,1,1,-32.004,experiment,86,86,2,6,miss
48556,45.514,293.6647679,17.5,0,0.0,stim_min_6,sub13,melody,2024-03-18,14-25-55,1,0,0,1,-45.514,experiment,125,125,2,6,corr
48562,48.007,261.6255653,1.0,1,48.679,stim_min_6,sub13,melody,2024-03-18,14-25-55,1,1,1,1,0.6720000000000041,experiment,131,131,2,6,hit
48568,50.003,587.3295358,-17.5,0,0.0,stim_min_6,sub13,melody,2024-03-18,14-25-55,1,0,1,1,-50.003,experiment,137,137,2,6,miss
48580,56.015,587.3295358,1.0,1,57.48,stim_min_6,sub13,melody,2024-03-18,14-25-55,1,1,1,1,1.4649999999999963,experiment,149,149,2,6,hit
48583,58.008,195.997718,17.5,0,0.0,stim_min_6,sub13,melody,2024-03-18,14-25-55,1,0,1,1,-58.008,experiment,152,152,2,6,miss
48588,61.012,293.6647679,1.0,1,62.024,stim_min_6,sub13,melody,2024-03-18,14-25-55,1,0,1,1,1.0120000000000005,experiment,157,157,2,6,hit
48608,8.512,391.995436,-17.5,0,0.0,stim_maj_2,sub13,melody,2024-03-18,14-27-05,1,1,0,1,-8.512,experiment,177,17,2,7,corr
48647,24.008,261.6255653,17.5,1,24.648,stim_maj_2,sub13,melody,2024-03-18,14-27-05,1,1,1,1,0.6400000000000006,experiment,216,56,2,7,hit
48654,32.013,523.2511306,1.0,1,32.916,stim_maj_2,sub13,melody,2024-03-18,14-27-05,1,1,1,1,0.9029999999999987,experiment,223,63,2,7,hit
48658,35.014,659.2551138,-17.5,1,35.811,stim_maj_2,sub13,melody,2024-03-18,14-27-05,1,0,1,1,0.796999999999997,experiment,227,67,2,7,hit
48666,40.015,391.995436,1.0,0,0.0,stim_maj_2,sub13,melody,2024-03-18,14-27-05,1,1,1,1,-40.015,experiment,235,75,2,7,miss
48680,46.009,329.6275569,1.0,1,46.837,stim_maj_2,sub13,melody,2024-03-18,14-27-05,1,0,1,1,0.828000000000003,experiment,249,89,2,7,hit
48682,48.005,261.6255653,1.0,0,0.0,stim_maj_2,sub13,melody,2024-03-18,14-27-05,1,1,0,1,-48.005,experiment,251,91,2,7,corr
48688,51.013,349.2282314,-17.5,0,0.0,stim_maj_2,sub13,melody,2024-03-18,14-27-05,1,0,1,1,-51.013,experiment,257,97,2,7,miss
48739,8.259,523.2511306,1.0,0,0.0,stim_min_3,sub13,melody,2024-03-18,14-28-15,1,1,0,1,-8.259,experiment,308,30,2,8,corr
48760,16.01,261.6255653,1.0,0,0.0,stim_min_3,sub13,melody,2024-03-18,14-28-15,1,1,0,1,-16.01,experiment,329,51,2,8,corr
48770,20.008,246.9416506,-17.5,0,0.0,stim_min_3,sub13,melody,2024-03-18,14-28-15,1,0,0,1,-20.008,experiment,339,61,2,8,corr
48783,25.01,493.8833013,-17.5,0,0.0,stim_min_3,sub13,melody,2024-03-18,14-28-15,1,0,0,1,-25.01,experiment,352,74,2,8,corr
48794,32.002,523.2511306,1.0,1,32.595,stim_min_3,sub13,melody,2024-03-18,14-28-15,1,1,1,1,0.5929999999999964,experiment,363,85,2,8,hit
48816,45.013,349.2282314,-17.5,1,45.806,stim_min_3,sub13,melody,2024-03-18,14-28-15,1,0,1,1,0.7929999999999993,experiment,385,107,2,8,hit
48820,47.005,261.6255653,1.0,0,0.0,stim_min_3,sub13,melody,2024-03-18,14-28-15,1,0,1,1,-47.005,experiment,389,111,2,8,miss
48840,54.009,391.995436,1.0,0,0.0,stim_min_3,sub13,melody,2024-03-18,14-28-15,1,0,0,1,-54.009,experiment,409,131,2,8,corr
48845,56.501,391.995436,17.5,0,0.0,stim_min_3,sub13,melody,2024-03-18,14-28-15,1,1,0,1,-56.501,experiment,414,136,2,8,corr
48851,59.012,311.1269837,17.5,0,0.0,stim_min_3,sub13,melody,2024-03-18,14-28-15,1,0,0,1,-59.012,experiment,420,142,2,8,corr
48883,8.253,783.990872,-17.5,0,0.0,stim_maj_3,sub13,melody,2024-03-18,14-29-25,1,1,0,1,-8.253,experiment,452,23,2,9,corr
48942,24.507,391.995436,1.0,1,25.1,stim_maj_3,sub13,melody,2024-03-18,14-29-25,1,1,1,1,0.593,experiment,511,82,2,9,hit
48953,28.0,523.2511306,17.5,1,28.703,stim_maj_3,sub13,melody,2024-03-18,14-29-25,1,0,1,1,0.7029999999999994,experiment,522,93,2,9,hit
48964,32.014,523.2511306,-17.5,1,32.982,stim_maj_3,sub13,melody,2024-03-18,14-29-25,1,1,1,1,0.9679999999999964,experiment,533,104,2,9,hit
48994,43.012,329.6275569,17.5,1,43.665,stim_maj_3,sub13,melody,2024-03-18,14-29-25,1,0,1,1,0.6529999999999987,experiment,563,134,2,9,hit
