,time,frequencies,channel,answer,prec_time,stimulus,subject,condition,date,hour,visual_cue,boundary,loc_change,changable_notes,time_difference,block,condition_number,trial_number,condition_n,trial_n,signal_theory
28509,1.764,523.2511306,1.0,0,0.0,stim_min_3,sub09,rhythm,2024-03-04,12-54-16,1,0,1,1,-1.764,experiment,1537,3,3,28,miss
28536,11.331,523.2511306,17.5,1,12.047,stim_min_3,sub09,rhythm,2024-03-04,12-54-16,1,1,1,1,0.7160000000000011,experiment,1564,30,3,28,hit
28557,20.828,261.6255653,1.0,1,21.294,stim_min_3,sub09,rhythm,2024-03-04,12-54-16,1,1,0,1,0.4660000000000011,experiment,1585,51,3,28,fa
28591,34.461,523.2511306,1.0,1,35.029,stim_min_3,sub09,rhythm,2024-03-04,12-54-16,1,1,1,1,0.568000000000005,experiment,1619,85,3,28,hit
28595,35.963,783.990872,17.5,0,0.0,stim_min_3,sub09,rhythm,2024-03-04,12-54-16,1,0,1,1,-35.963,experiment,1623,89,3,28,miss
28604,39.212,391.995436,17.5,0,0.0,stim_min_3,sub09,rhythm,2024-03-04,12-54-16,1,1,0,1,-39.212,experiment,1632,98,3,28,corr
28613,42.21,415.3046976,1.0,0,0.0,stim_min_3,sub09,rhythm,2024-03-04,12-54-16,1,0,1,1,-42.21,experiment,1641,107,3,28,miss
28625,49.454,311.1269837,1.0,0,0.0,stim_min_3,sub09,rhythm,2024-03-04,12-54-16,1,0,1,1,-49.454,experiment,1653,119,3,28,miss
28633,52.706,293.6647679,1.0,0,0.0,stim_min_3,sub09,rhythm,2024-03-04,12-54-16,1,0,0,1,-52.706,experiment,1661,127,3,28,corr
28642,57.959,391.995436,17.5,0,0.0,stim_min_3,sub09,rhythm,2024-03-04,12-54-16,1,1,0,1,-57.959,experiment,1670,136,3,28,corr
28662,1.262,261.6255653,1.0,1,1.793,stim_maj_4,sub09,rhythm,2024-03-04,12-55-27,1,0,1,1,0.5309999999999999,experiment,1690,5,3,29,hit
28689,11.759,523.2511306,17.5,1,12.24,stim_maj_4,sub09,rhythm,2024-03-04,12-55-27,1,1,0,1,0.48099999999999987,experiment,1717,32,3,29,fa
28702,15.763,391.995436,1.0,0,0.0,stim_maj_4,sub09,rhythm,2024-03-04,12-55-27,1,1,1,1,-15.763,experiment,1730,45,3,29,miss
28728,26.258,329.6275569,-17.5,1,26.82,stim_maj_4,sub09,rhythm,2024-03-04,12-55-27,1,1,1,1,0.5620000000000012,experiment,1756,71,3,29,hit
28761,42.137,659.2551138,17.5,1,42.746,stim_maj_4,sub09,rhythm,2024-03-04,12-55-27,1,1,0,1,0.6090000000000018,experiment,1789,104,3,29,fa
28786,50.835,261.6255653,1.0,0,0.0,stim_maj_4,sub09,rhythm,2024-03-04,12-55-27,1,0,1,1,-50.835,experiment,1814,129,3,29,miss
28798,55.332,329.6275569,17.5,1,55.992,stim_maj_4,sub09,rhythm,2024-03-04,12-55-27,1,0,1,1,0.6599999999999966,experiment,1826,141,3,29,hit
28813,59.953,391.995436,1.0,0,0.0,stim_maj_4,sub09,rhythm,2024-03-04,12-55-27,1,1,1,1,-59.953,experiment,1841,156,3,29,miss
28819,63.205,587.3295358,1.0,0,0.0,stim_maj_4,sub09,rhythm,2024-03-04,12-55-27,1,0,0,1,-63.205,experiment,1847,162,3,29,corr
28847,7.002,523.2511306,-17.5,0,0.0,stim_min_4,sub09,main,2024-03-04,13-05-10,1,0,0,1,-7.002,experiment,26,26,4,30,corr
28868,16.015,391.995436,17.5,1,16.855,stim_min_4,sub09,main,2024-03-04,13-05-10,1,1,1,1,0.8399999999999999,experiment,47,47,4,30,hit
28899,24.012,523.2511306,-17.5,1,24.602,stim_min_4,sub09,main,2024-03-04,13-05-10,1,1,1,1,0.5899999999999999,experiment,78,78,4,30,hit
28921,31.004,587.3295358,1.0,1,31.532,stim_min_4,sub09,main,2024-03-04,13-05-10,1,0,1,1,0.5279999999999987,experiment,100,100,4,30,hit
28934,36.015,830.6093952,1.0,1,36.45,stim_min_4,sub09,main,2024-03-04,13-05-10,1,0,0,1,0.4350000000000023,experiment,113,113,4,30,fa
28946,39.002,261.6255653,17.5,1,39.749,stim_min_4,sub09,main,2024-03-04,13-05-10,1,0,1,1,0.7469999999999999,experiment,125,125,4,30,hit
28954,43.003,622.2539674,1.0,1,43.41,stim_min_4,sub09,main,2024-03-04,13-05-10,1,0,0,1,0.4069999999999965,experiment,133,133,4,30,fa
28957,45.001,830.6093952,-17.5,1,45.914,stim_min_4,sub09,main,2024-03-04,13-05-10,1,0,1,1,0.9130000000000038,experiment,136,136,4,30,hit
28961,47.001,523.2511306,-17.5,0,0.0,stim_min_4,sub09,main,2024-03-04,13-05-10,1,0,0,1,-47.001,experiment,140,140,4,30,corr
28989,60.001,293.6647679,1.0,1,60.625,stim_min_4,sub09,main,2024-03-04,13-05-10,1,0,1,1,0.6240000000000023,experiment,168,168,4,30,hit
29021,8.261,783.990872,-17.5,1,8.73,stim_maj_3,sub09,main,2024-03-04,13-06-20,1,1,0,1,0.4690000000000012,experiment,200,23,4,31,fa
29028,10.008,698.4564629,1.0,0,0.0,stim_maj_3,sub09,main,2024-03-04,13-06-20,1,0,0,1,-10.008,experiment,207,30,4,31,corr
29040,13.009,659.2551138,17.5,1,13.677,stim_maj_3,sub09,main,2024-03-04,13-06-20,1,0,1,1,0.6679999999999993,experiment,219,42,4,31,hit
29051,16.261,391.995436,1.0,0,0.0,stim_maj_3,sub09,main,2024-03-04,13-06-20,1,1,1,1,-16.261,experiment,230,53,4,31,miss
29100,31.0,293.6647679,-17.5,1,31.726,stim_maj_3,sub09,main,2024-03-04,13-06-20,1,0,1,1,0.7259999999999991,experiment,279,102,4,31,hit
29126,40.5,391.995436,17.5,1,41.294,stim_maj_3,sub09,main,2024-03-04,13-06-20,1,1,1,1,0.7939999999999969,experiment,305,128,4,31,hit
29146,48.007,523.2511306,1.0,0,0.0,stim_maj_3,sub09,main,2024-03-04,13-06-20,1,1,0,1,-48.007,experiment,325,148,4,31,corr
29162,52.012,659.2551138,-17.5,0,0.0,stim_maj_3,sub09,main,2024-03-04,13-06-20,1,0,0,1,-52.012,experiment,341,164,4,31,corr
29175,56.509,261.6255653,1.0,1,57.256,stim_maj_3,sub09,main,2024-03-04,13-06-20,1,1,1,1,0.7469999999999999,experiment,354,177,4,31,hit
29195,2.012,523.2511306,1.0,0,0.0,stim_min_1,sub09,main,2024-03-04,13-07-29,1,0,1,1,-2.012,experiment,374,6,4,32,miss
29206,6.015,415.3046976,17.5,1,6.421,stim_min_1,sub09,main,2024-03-04,13-07-29,1,0,0,1,0.4060000000000006,experiment,385,17,4,32,fa
29215,12.011,311.1269837,1.0,1,12.778,stim_min_1,sub09,main,2024-03-04,13-07-29,1,0,0,1,0.7670000000000012,experiment,394,26,4,32,fa
29226,21.006,523.2511306,1.0,1,21.608,stim_min_1,sub09,main,2024-03-04,13-07-29,1,0,1,1,0.6020000000000003,experiment,405,37,4,32,hit
29229,24.505,391.995436,17.5,0,0.0,stim_min_1,sub09,main,2024-03-04,13-07-29,1,1,1,1,-24.505,experiment,408,40,4,32,miss
29241,32.003,261.6255653,1.0,0,0.0,stim_min_1,sub09,main,2024-03-04,13-07-29,1,1,1,1,-32.003,experiment,420,52,4,32,miss
29256,40.001,261.6255653,-17.5,1,40.403,stim_min_1,sub09,main,2024-03-04,13-07-29,1,1,1,1,0.402000000000001,experiment,435,67,4,32,hit
29275,48.006,391.995436,1.0,1,48.44,stim_min_1,sub09,main,2024-03-04,13-07-29,1,1,0,1,0.4339999999999975,experiment,454,86,4,32,fa
29291,56.016,261.6255653,17.5,0,0.0,stim_min_1,sub09,main,2024-03-04,13-07-29,1,1,0,1,-56.016,experiment,470,102,4,32,corr
29305,59.004,493.8833013,1.0,1,59.794,stim_min_1,sub09,main,2024-03-04,13-07-29,1,0,1,1,0.7899999999999991,experiment,484,116,4,32,hit
29324,4.001,391.995436,1.0,1,4.658,stim_min_6,sub09,main,2024-03-04,13-08-38,1,0,1,1,0.657,experiment,503,10,4,33,hit
29336,8.01,523.2511306,17.5,1,8.541,stim_min_6,sub09,main,2024-03-04,13-08-38,1,1,1,1,0.5310000000000006,experiment,515,22,4,33,hit
29354,16.008,523.2511306,17.5,0,0.0,stim_min_6,sub09,main,2024-03-04,13-08-38,1,1,0,1,-16.008,experiment,533,40,4,33,corr
29374,24.008,261.6255653,17.5,1,24.437,stim_min_6,sub09,main,2024-03-04,13-08-38,1,1,0,1,0.42900000000000205,experiment,553,60,4,33,fa
29400,32.001,391.995436,1.0,0,0.0,stim_min_6,sub09,main,2024-03-04,13-08-38,1,1,1,1,-32.001,experiment,579,86,4,33,miss
29418,37.006,293.6647679,-17.5,0,0.0,stim_min_6,sub09,main,2024-03-04,13-08-38,1,0,0,1,-37.006,experiment,597,104,4,33,corr
29422,39.014,622.2539674,1.0,0,0.0,stim_min_6,sub09,main,2024-03-04,13-08-38,1,0,1,1,-39.014,experiment,601,108,4,33,miss
29463,56.009,587.3295358,1.0,1,56.525,stim_min_6,sub09,main,2024-03-04,13-08-38,1,1,1,1,0.5159999999999982,experiment,642,149,4,33,hit
29469,60.001,466.1637615,1.0,0,0.0,stim_min_6,sub09,main,2024-03-04,13-08-38,1,0,1,1,-60.001,experiment,648,155,4,33,miss
29493,8.506,391.995436,1.0,0,0.0,stim_maj_1,sub09,main,2024-03-04,13-09-48,1,1,0,1,-8.506,experiment,672,19,4,34,corr
29505,13.015,329.6275569,17.5,0,0.0,stim_maj_1,sub09,main,2024-03-04,13-09-48,1,0,0,1,-13.015,experiment,684,31,4,34,corr
29518,17.015,440.0,1.0,0,0.0,stim_maj_1,sub09,main,2024-03-04,13-09-48,1,0,0,1,-17.015,experiment,697,44,4,34,corr
29554,32.009,523.2511306,-17.5,1,32.803,stim_maj_1,sub09,main,2024-03-04,13-09-48,1,1,1,1,0.7939999999999969,experiment,733,80,4,34,hit
29566,38.004,293.6647679,1.0,1,38.848,stim_maj_1,sub09,main,2024-03-04,13-09-48,1,0,1,1,0.8440000000000012,experiment,745,92,4,34,hit
29570,40.012,261.6255653,17.5,1,40.82,stim_maj_1,sub09,main,2024-03-04,13-09-48,1,1,1,1,0.8079999999999998,experiment,749,96,4,34,hit
29590,48.023,246.9416506,1.0,0,0.0,stim_maj_1,sub09,main,2024-03-04,13-09-48,1,1,1,1,-48.023,experiment,769,116,4,34,miss
29593,50.003,195.997718,1.0,0,0.0,stim_maj_1,sub09,main,2024-03-04,13-09-48,1,0,0,1,-50.003,experiment,772,119,4,34,corr
29608,58.011,349.2282314,1.0,0,0.0,stim_maj_1,sub09,main,2024-03-04,13-09-48,1,0,0,1,-58.011,experiment,787,134,4,34,corr
29619,1.012,523.2511306,1.0,0,0.0,stim_maj_5,sub09,main,2024-03-04,13-10-58,1,0,1,1,-1.012,experiment,798,5,4,35,miss
29642,7.021,523.2511306,17.5,0,0.0,stim_maj_5,sub09,main,2024-03-04,13-10-58,1,0,1,1,-7.021,experiment,821,28,4,35,miss
29651,11.004,349.2282314,1.0,1,11.798,stim_maj_5,sub09,main,2024-03-04,13-10-58,1,0,1,1,0.7940000000000005,experiment,830,37,4,35,hit
29658,16.013,329.6275569,1.0,0,0.0,stim_maj_5,sub09,main,2024-03-04,13-10-58,1,1,0,1,-16.013,experiment,837,44,4,35,corr
29669,22.01,329.6275569,17.5,1,22.897,stim_maj_5,sub09,main,2024-03-04,13-10-58,1,0,1,1,0.8869999999999969,experiment,848,55,4,35,hit
29672,24.003,391.995436,1.0,0,0.0,stim_maj_5,sub09,main,2024-03-04,13-10-58,1,1,1,1,-24.003,experiment,851,58,4,35,miss
29716,36.0,195.997718,-17.5,1,36.938,stim_maj_5,sub09,main,2024-03-04,13-10-58,1,0,0,1,0.9380000000000024,experiment,895,102,4,35,fa
29724,40.251,391.995436,-17.5,0,0.0,stim_maj_5,sub09,main,2024-03-04,13-10-58,1,1,0,1,-40.251,experiment,903,110,4,35,corr
29753,51.015,293.6647679,17.5,1,51.496,stim_maj_5,sub09,main,2024-03-04,13-10-58,1,0,1,1,0.48100000000000165,experiment,932,139,4,35,hit
29764,56.004,391.995436,1.0,1,56.781,stim_maj_5,sub09,main,2024-03-04,13-10-58,1,1,1,1,0.777000000000001,experiment,943,150,4,35,hit
29773,61.005,349.2282314,-17.5,1,61.553,stim_maj_5,sub09,main,2024-03-04,13-10-58,1,0,1,1,0.5479999999999947,experiment,952,159,4,35,hit
29811,15.003,261.6255653,1.0,1,16.062,stim_min_5,sub09,main,2024-03-04,13-15-25,1,0,1,1,1.059000000000001,experiment,990,33,4,36,hit
29813,17.258,523.2511306,-17.5,1,18.113,stim_min_5,sub09,main,2024-03-04,13-15-25,1,0,1,1,0.8550000000000004,experiment,992,35,4,36,hit
29817,19.265,587.3295358,1.0,0,0.0,stim_min_5,sub09,main,2024-03-04,13-15-25,1,0,1,1,-19.265,experiment,996,39,4,36,miss
29824,21.012,523.2511306,17.5,0,0.0,stim_min_5,sub09,main,2024-03-04,13-15-25,1,0,1,1,-21.012,experiment,1003,46,4,36,miss
29836,24.0,523.2511306,1.0,1,24.656,stim_min_5,sub09,main,2024-03-04,13-15-25,1,1,1,1,0.6559999999999988,experiment,1015,58,4,36,hit
29842,26.004,587.3295358,-17.5,1,26.608,stim_min_5,sub09,main,2024-03-04,13-15-25,1,0,1,1,0.6039999999999992,experiment,1021,64,4,36,hit
29856,32.01,391.995436,1.0,1,32.682,stim_min_5,sub09,main,2024-03-04,13-15-25,1,1,1,1,0.6720000000000041,experiment,1035,78,4,36,hit
29867,40.008,523.2511306,17.5,1,40.852,stim_min_5,sub09,main,2024-03-04,13-15-25,1,1,0,1,0.8439999999999941,experiment,1046,89,4,36,fa
29873,42.001,293.6647679,17.5,0,0.0,stim_min_5,sub09,main,2024-03-04,13-15-25,1,0,0,1,-42.001,experiment,1052,95,4,36,corr
29894,48.005,261.6255653,17.5,1,48.614,stim_min_5,sub09,main,2024-03-04,13-15-25,1,1,0,1,0.6089999999999947,experiment,1073,116,4,36,fa
29933,2.007,440.0,1.0,1,2.675,stim_maj_6,sub09,main,2024-03-04,13-16-35,1,0,1,1,0.6679999999999997,experiment,1112,9,4,37,hit
29947,6.007,391.995436,17.5,1,7.129,stim_maj_6,sub09,main,2024-03-04,13-16-35,1,0,1,1,1.1219999999999999,experiment,1126,23,4,37,hit
29951,8.0,391.995436,17.5,0,0.0,stim_maj_6,sub09,main,2024-03-04,13-16-35,1,1,0,1,-8.0,experiment,1130,27,4,37,corr
29968,14.009,659.2551138,1.0,1,14.721,stim_maj_6,sub09,main,2024-03-04,13-16-35,1,0,1,1,0.7119999999999997,experiment,1147,44,4,37,hit
29973,16.009,391.995436,-17.5,1,16.8,stim_maj_6,sub09,main,2024-03-04,13-16-35,1,1,1,1,0.7910000000000004,experiment,1152,49,4,37,hit
30010,28.014,783.990872,1.0,1,28.448,stim_maj_6,sub09,main,2024-03-04,13-16-35,1,0,0,1,0.43400000000000105,experiment,1189,86,4,37,fa
30043,40.011,329.6275569,1.0,0,0.0,stim_maj_6,sub09,main,2024-03-04,13-16-35,1,1,0,1,-40.011,experiment,1222,119,4,37,corr
30054,44.01,293.6647679,-17.5,1,44.896,stim_maj_6,sub09,main,2024-03-04,13-16-35,1,0,1,1,0.8860000000000028,experiment,1233,130,4,37,hit
30066,48.012,523.2511306,1.0,1,48.54,stim_maj_6,sub09,main,2024-03-04,13-16-35,1,1,1,1,0.5279999999999987,experiment,1245,142,4,37,hit
30096,56.01,261.6255653,17.5,1,56.706,stim_maj_6,sub09,main,2024-03-04,13-16-35,1,1,1,1,0.6960000000000051,experiment,1275,172,4,37,hit
30125,8.509,391.995436,1.0,1,9.224,stim_maj_2,sub09,main,2024-03-04,13-17-45,1,1,1,1,0.7149999999999999,experiment,1304,17,4,38,hit
30142,16.501,261.6255653,1.0,0,0.0,stim_maj_2,sub09,main,2024-03-04,13-17-45,1,1,0,1,-16.501,experiment,1321,34,4,38,corr
30171,32.004,523.2511306,1.0,0,0.0,stim_maj_2,sub09,main,2024-03-04,13-17-45,1,1,0,1,-32.004,experiment,1350,63,4,38,corr
30199,48.004,261.6255653,-17.5,1,48.673,stim_maj_2,sub09,main,2024-03-04,13-17-45,1,1,1,1,0.669000000000004,experiment,1378,91,4,38,hit
30207,52.006,391.995436,1.0,0,0.0,stim_maj_2,sub09,main,2024-03-04,13-17-45,1,0,0,1,-52.006,experiment,1386,99,4,38,corr
30215,55.007,261.6255653,17.5,1,56.02,stim_maj_2,sub09,main,2024-03-04,13-17-45,1,0,1,1,1.0130000000000052,experiment,1394,107,4,38,hit
30218,58.009,329.6275569,1.0,0,0.0,stim_maj_2,sub09,main,2024-03-04,13-17-45,1,0,1,1,-58.009,experiment,1397,110,4,38,miss
30219,59.005,349.2282314,-17.5,0,0.0,stim_maj_2,sub09,main,2024-03-04,13-17-45,1,0,1,1,-59.005,experiment,1398,111,4,38,miss
30234,3.001,523.2511306,1.0,1,3.482,stim_min_2,sub09,main,2024-03-04,13-18-55,1,0,1,1,0.4810000000000003,experiment,1413,8,4,39,hit
30248,8.501,391.995436,17.5,0,0.0,stim_min_2,sub09,main,2024-03-04,13-18-55,1,1,0,1,-8.501,experiment,1427,22,4,39,corr
30269,16.013,523.2511306,1.0,0,0.0,stim_min_2,sub09,main,2024-03-04,13-18-55,1,1,1,1,-16.013,experiment,1448,43,4,39,miss
30275,18.012,830.6093952,-17.5,1,18.493,stim_min_2,sub09,main,2024-03-04,13-18-55,1,0,1,1,0.4809999999999981,experiment,1454,49,4,39,hit
30291,24.505,261.6255653,-17.5,1,25.081,stim_min_2,sub09,main,2024-03-04,13-18-55,1,1,0,1,0.5760000000000005,experiment,1470,65,4,39,fa
30303,29.002,261.6255653,1.0,1,29.705,stim_min_2,sub09,main,2024-03-04,13-18-55,1,0,1,1,0.7029999999999994,experiment,1482,77,4,39,hit
30319,38.508,369.9944227,1.0,0,0.0,stim_min_2,sub09,main,2024-03-04,13-18-55,1,0,1,1,-38.508,experiment,1498,93,4,39,miss
30322,40.006,261.6255653,-17.5,1,41.076,stim_min_2,sub09,main,2024-03-04,13-18-55,1,1,1,1,1.0700000000000003,experiment,1501,96,4,39,hit
30346,57.009,391.995436,1.0,1,57.556,stim_min_2,sub09,main,2024-03-04,13-18-55,1,1,1,1,0.546999999999997,experiment,1525,120,4,39,hit
30362,2.012,415.3046976,-17.5,0,0.0,stim_min_3,sub09,main,2024-03-04,13-20-05,1,0,0,1,-2.012,experiment,1541,7,4,40,corr
30374,5.003,622.2539674,1.0,1,5.778,stim_min_3,sub09,main,2024-03-04,13-20-05,1,0,1,1,0.7749999999999995,experiment,1553,19,4,40,hit
30404,15.004,493.8833013,1.0,1,15.673,stim_min_3,sub09,main,2024-03-04,13-20-05,1,0,1,1,0.6690000000000005,experiment,1583,49,4,40,hit
30440,32.0,523.2511306,1.0,1,32.453,stim_min_3,sub09,main,2024-03-04,13-20-05,1,1,1,1,0.45300000000000296,experiment,1619,85,4,40,hit
30444,34.009,783.990872,1.0,0,0.0,stim_min_3,sub09,main,2024-03-04,13-20-05,1,0,0,1,-34.009,experiment,1623,89,4,40,corr
30453,40.505,391.995436,1.0,0,0.0,stim_min_3,sub09,main,2024-03-04,13-20-05,1,1,0,1,-40.505,experiment,1632,98,4,40,corr
30458,43.009,391.995436,-17.5,1,43.665,stim_min_3,sub09,main,2024-03-04,13-20-05,1,0,1,1,0.6559999999999988,experiment,1637,103,4,40,hit
30467,48.264,195.997718,1.0,1,49.161,stim_min_3,sub09,main,2024-03-04,13-20-05,1,1,1,1,0.8969999999999985,experiment,1646,112,4,40,hit
30478,52.015,261.6255653,17.5,1,52.687,stim_min_3,sub09,main,2024-03-04,13-20-05,1,0,1,1,0.671999999999997,experiment,1657,123,4,40,hit
30491,56.531,391.995436,1.0,0,0.0,stim_min_3,sub09,main,2024-03-04,13-20-05,1,1,1,1,-56.531,experiment,1670,136,4,40,miss
30538,8.014,523.2511306,17.5,0,0.0,stim_maj_4,sub09,main,2024-03-04,13-21-16,1,1,1,1,-8.014,experiment,1717,32,4,41,miss
30542,10.004,329.6275569,1.0,0,0.0,stim_maj_4,sub09,main,2024-03-04,13-21-16,1,0,1,1,-10.004,experiment,1721,36,4,41,miss
30546,13.013,329.6275569,-17.5,1,13.618,stim_maj_4,sub09,main,2024-03-04,13-21-16,1,0,1,1,0.6050000000000004,experiment,1725,40,4,41,hit
30551,16.003,391.995436,1.0,0,0.0,stim_maj_4,sub09,main,2024-03-04,13-21-16,1,1,1,1,-16.003,experiment,1730,45,4,41,miss
30566,21.015,349.2282314,17.5,0,0.0,stim_maj_4,sub09,main,2024-03-04,13-21-16,1,0,0,1,-21.015,experiment,1745,60,4,41,corr
30577,24.007,329.6275569,1.0,1,25.234,stim_maj_4,sub09,main,2024-03-04,13-21-16,1,1,1,1,1.2270000000000003,experiment,1756,71,4,41,hit
30599,32.004,523.2511306,1.0,0,0.0,stim_maj_4,sub09,main,2024-03-04,13-21-16,1,1,0,1,-32.004,experiment,1778,93,4,41,corr
30612,41.003,391.995436,-17.5,1,41.531,stim_maj_4,sub09,main,2024-03-04,13-21-16,1,0,0,1,0.5279999999999987,experiment,1791,106,4,41,fa
30620,45.003,293.6647679,17.5,0,0.0,stim_maj_4,sub09,main,2024-03-04,13-21-16,1,0,0,1,-45.003,experiment,1799,114,4,41,corr
30651,53.014,349.2282314,1.0,0,0.0,stim_maj_4,sub09,main,2024-03-04,13-21-16,1,0,0,1,-53.014,experiment,1830,145,4,41,corr
30678,7.02,311.1269837,1.0,0,0.0,test3,sub08,train,2024-03-01,17-16-17,1,1,1,1,-7.02,training,8,8,1,1,miss
30682,11.009,311.1269837,1.0,1,12.081,test3,sub08,train,2024-03-01,17-16-17,1,1,0,1,1.0719999999999992,training,12,12,1,1,fa
30686,15.001,293.6647679,17.5,0,0.0,test3,sub08,train,2024-03-01,17-16-17,1,1,1,1,-15.001,training,16,16,1,1,miss
30694,23.011,739.9888454,-17.5,0,0.0,test3,sub08,train,2024-03-01,17-16-17,1,1,1,1,-23.011,training,24,24,1,1,miss
30698,27.011,391.995436,1.0,1,27.554,test3,sub08,train,2024-03-01,17-16-17,1,1,1,1,0.5429999999999993,training,28,28,1,1,hit
30702,31.01,369.9944227,17.5,0,0.0,test3,sub08,train,2024-03-01,17-16-17,1,1,1,1,-31.01,training,32,32,1,1,miss
30706,35.012,523.2511306,1.0,0,0.0,test3,sub08,train,2024-03-01,17-16-17,1,1,1,1,-35.012,training,36,36,1,1,miss
30710,39.003,220.0,1.0,1,39.578,test3,sub08,train,2024-03-01,17-16-17,1,1,0,1,0.5750000000000028,training,40,40,1,1,fa
30718,47.003,523.2511306,-17.5,1,47.535,test3,sub08,train,2024-03-01,17-16-17,1,1,0,1,0.5319999999999965,training,48,48,1,1,fa
30723,52.002,440.0,17.5,0,0.0,test3,sub08,train,2024-03-01,17-16-17,1,0,1,1,-52.002,training,53,53,1,1,miss
30734,7.015,369.9944227,17.5,0,0.0,test4,sub08,train,2024-03-01,17-17-23,1,1,1,1,-7.015,training,64,8,1,2,miss
30742,15.001,369.9944227,1.0,1,15.659,test4,sub08,train,2024-03-01,17-17-23,1,1,0,1,0.6580000000000013,training,72,16,1,2,fa
30746,19.054,233.0818808,-17.5,1,19.756,test4,sub08,train,2024-03-01,17-17-23,1,1,1,1,0.7020000000000017,training,76,20,1,2,hit
30757,30.013,415.3046976,17.5,0,0.0,test4,sub08,train,2024-03-01,17-17-23,1,0,1,1,-30.013,training,87,31,1,2,miss
30762,35.009,493.8833013,1.0,1,35.462,test4,sub08,train,2024-03-01,17-17-23,1,1,1,1,0.45300000000000296,training,92,36,1,2,hit
30766,39.001,622.2539674,1.0,0,0.0,test4,sub08,train,2024-03-01,17-17-23,1,1,0,1,-39.001,training,96,40,1,2,corr
30770,43.012,440.0,-17.5,1,43.667,test4,sub08,train,2024-03-01,17-17-23,1,1,0,1,0.6550000000000011,training,100,44,1,2,fa
30773,46.0,739.9888454,-17.5,0,0.0,test4,sub08,train,2024-03-01,17-17-23,1,0,0,1,-46.0,training,103,47,1,2,corr
30778,51.01,293.6647679,1.0,0,0.0,test4,sub08,train,2024-03-01,17-17-23,1,1,0,1,-51.01,training,108,52,1,2,corr
30779,52.01,659.2551138,1.0,0,0.0,test4,sub08,train,2024-03-01,17-17-23,1,0,0,1,-52.01,training,109,53,1,2,corr
30786,3.009,587.3295358,1.0,0,0.0,test2,sub08,train,2024-03-01,17-18-26,1,1,1,1,-3.009,training,116,4,1,3,miss
30794,11.002,698.4564629,1.0,0,0.0,test2,sub08,train,2024-03-01,17-18-26,1,1,1,1,-11.002,training,124,12,1,3,miss
30802,19.005,329.6275569,-17.5,0,0.0,test2,sub08,train,2024-03-01,17-18-26,1,1,0,1,-19.005,training,132,20,1,3,corr
30806,23.001,329.6275569,1.0,1,23.719,test2,sub08,train,2024-03-01,17-18-26,1,1,1,1,0.718,training,136,24,1,3,hit
30811,28.011,391.995436,17.5,1,28.953,test2,sub08,train,2024-03-01,17-18-26,1,0,1,1,0.9420000000000002,training,141,29,1,3,hit
30814,31.004,493.8833013,1.0,0,0.0,test2,sub08,train,2024-03-01,17-18-26,1,1,1,1,-31.004,training,144,32,1,3,miss
30818,35.006,277.182631,-17.5,0,0.0,test2,sub08,train,2024-03-01,17-18-26,1,1,1,1,-35.006,training,148,36,1,3,miss
30826,43.009,698.4564629,1.0,1,43.43,test2,sub08,train,2024-03-01,17-18-26,1,1,1,1,0.4209999999999994,training,156,44,1,3,hit
30830,47.008,233.0818808,1.0,0,0.0,test2,sub08,train,2024-03-01,17-18-26,1,1,0,1,-47.008,training,160,48,1,3,corr
30834,51.015,554.365262,1.0,0,0.0,test2,sub08,train,2024-03-01,17-18-26,1,1,0,1,-51.015,training,164,52,1,3,corr
30842,3.011,415.3046976,1.0,1,3.664,test5,sub08,train,2024-03-01,17-19-28,1,1,1,1,0.653,training,172,4,1,4,hit
30846,7.006,739.9888454,1.0,1,7.862,test5,sub08,train,2024-03-01,17-19-28,1,1,0,1,0.8559999999999999,training,176,8,1,4,fa
30858,19.005,587.3295358,1.0,0,0.0,test5,sub08,train,2024-03-01,17-19-28,1,1,0,1,-19.005,training,188,20,1,4,corr
30866,27.015,440.0,1.0,1,27.655,test5,sub08,train,2024-03-01,17-19-28,1,1,1,1,0.6400000000000006,training,196,28,1,4,hit
30874,35.001,349.2282314,1.0,1,35.633,test5,sub08,train,2024-03-01,17-19-28,1,1,1,1,0.632000000000005,training,204,36,1,4,hit
30878,39.009,311.1269837,17.5,1,39.697,test5,sub08,train,2024-03-01,17-19-28,1,1,0,1,0.6880000000000024,training,208,40,1,4,fa
30882,43.013,329.6275569,17.5,0,0.0,test5,sub08,train,2024-03-01,17-19-28,1,1,0,1,-43.013,training,212,44,1,4,corr
30886,47.011,369.9944227,-17.5,1,47.73,test5,sub08,train,2024-03-01,17-19-28,1,1,1,1,0.7189999999999941,training,216,48,1,4,hit
30890,51.029,466.1637615,1.0,1,52.587,test5,sub08,train,2024-03-01,17-19-28,1,1,1,1,1.5579999999999998,training,220,52,1,4,hit
30893,54.002,493.8833013,17.5,0,0.0,test5,sub08,train,2024-03-01,17-19-28,1,0,1,1,-54.002,training,223,55,1,4,miss
30898,3.009,246.9416506,1.0,1,3.886,test1,sub08,train,2024-03-01,17-20-32,1,1,1,1,0.8770000000000002,training,228,4,1,5,hit
30906,11.005,523.2511306,1.0,1,11.646,test1,sub08,train,2024-03-01,17-20-32,1,1,1,1,0.641,training,236,12,1,5,hit
30910,15.011,261.6255653,-17.5,0,0.0,test1,sub08,train,2024-03-01,17-20-32,1,1,1,1,-15.011,training,240,16,1,5,miss
